FLOW serial number,FLOW source,FLOW destination,FLOW duration,FLOW packet count,FLOW bytes count,FLOW TX time difference median,FLOW TX time difference variance,FLOW packet length median,FLOW packet length variance,FLOW to router or broadcast,FLOW answer count,FLOW answer length median,FLOW answer length variance,FLOW response time median,FLOW response time variance,FLOW label
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979583,49,14014,0.020407,6.39370659722217E-11,286,0,1,48,342,0,0.008027,5.90752610416667E-06,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011213,0,1
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979584,49,14014,0.020408,1.1725E-10,286,0,1,48,342,0,0.0080625,1.87164657942708E-06,0
11.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97872,47,1974,0.021276,3.12060491493386E-11,42,0,1,46,42,0,0.0008595,3.90184505198488E-07,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944456,18,5148,0.055558,2.53356401384084E-10,286,0,1,17,342,0,0.012045,2.84519582906574E-05,0
66.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952383,21,6006,0.047621,1.46927499999991E-10,286,0,1,20,342,0,0.01119,2.8249385275E-06,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972985,37,10582,0.027027,2.63418209876561E-11,286,0,1,36,342,0,0.008006,1.17999000848765E-06,0
41.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.799998,5,210,0.2000055,1.56250000000014E-10,42,0,1,5,42,0,0.004067,1.972584E-08,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972972,37,10582,0.027028,4.88888888888909E-11,286,0,1,36,342,0,0.0080255,2.65075477777778E-06,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977278,44,1848,0.022728,3.51227690643602E-11,42,0,1,43,42,0,0.0009,7.40600995132504E-08,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975609,41,1722,0.02439,2.06924375000003E-10,42,0,1,40,42,0,0.0009025,5.49015069375E-07,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972974,37,10582,0.027028,2.16635802469124E-11,286,0,1,36,342,0,0.0080095,1.17649347145062E-06,0
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833326,6,1716,0.166663,1.40160000000061E-10,286,0,1,6,342,0,0.0111425,1.44161913888889E-06,0
42.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977763,45,12870,0.022222,3.97825413223124E-11,286,0,1,44,342,0,0.0080485,2.58292334974174E-05,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833313,6,1716,0.166663,2.34400000000469E-11,286,0,1,6,342,0,0.0110745,9.96395888888888E-07,0
94.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888904,9,2574,0.111117,1.81250000000002E-10,286,0,1,9,342,0,0.011104,7.62447333333334E-07,1
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978258,46,13156,0.021738,8.7040000000001E-11,286,0,1,45,342,0,0.00805,7.47467173333334E-07,0
3.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954525,22,6292,0.045455,1.45673469387754E-10,286,0,1,21,342,0,0.011008,2.99923352380952E-06,0
64.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.95452,22,6292,0.045457,1.27746031746026E-10,286,0,1,21,342,0,0.011056,2.20304046712018E-06,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975007,40,11440,0.025,4.07626561472692E-11,286,0,1,39,342,0,0.008011,5.19464656147272E-07,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999969,9,378,0.124991,4.70609375000003E-10,42,0,1,8,42,0,0.0040705,1.5235625E-06,0
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666677,3,858,0.3333385,2.49999999986622E-13,286,0,1,3,342,0,0.011166,2.01488888888889E-09,1
90.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973703,38,10868,0.026315,1.9177647918189E-10,286,0,1,37,342,0,0.008058,8.17796943754565E-07,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977269,44,1848,0.022727,1.15002704164416E-11,42,0,1,43,42,0,0.000907,5.34507606273661E-07,0
9.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888875,9,378,0.111108,3.62343749999961E-11,42,0,1,8,42,0,0.003967,3.7136234375E-08,0
6.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952374,21,6006,0.04762,1.08409999999995E-10,286,0,1,20,342,0,0.011028,3.9349372275E-06,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978268,46,13156,0.021739,1.11760987654324E-10,286,0,1,45,342,0,0.008075,3.57309442765432E-06,0
90.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973695,38,10868,0.026314,1.82560993425864E-10,286,0,1,37,342,0,0.008087,3.21865671146822E-06,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979171,48,2016,0.020833,2.2840199185151E-11,42,0,1,47,42,0,0.000859,6.71692505205976E-07,0
37.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977807,45,1890,0.022222,7.49189049586763E-11,42,0,1,44,42,0,0.0008775,6.50921876033058E-07,0
74.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999988,12,504,0.090912,2.33090909090853E-10,42,0,1,11,42,0,0.004012,6.22790429752066E-07,0
71.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.970592,34,9724,0.029412,8.04095500459171E-11,286,0,1,33,342,0,0.008032,1.72005940128558E-06,0
56.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97874,47,1974,0.0212765,4.13459357277894E-11,42,0,1,46,42,0,0.000883,1.02309717627599E-06,0
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966662,30,1260,0.033333,6.9039239001179E-11,42,0,1,30,42,0,0.024451,0.004866968981583,1
96.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.552527,266,11172,0.001762,1.40239907918832E-06,42,0,1,0,0,0,0,0,1
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999976,49,14014,0.020833,5.23472222222201E-11,286,0,1,48,342,0,0.008004,1.00588855555556E-06,0
66.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952382,21,6006,0.0476195,1.83989999999976E-10,286,0,1,21,342,0,0.011075,3.11558767800454E-06,0
59.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.846157,12,504,0.076926,3.81322314049615E-10,42,0,1,12,42,0,0.004021,1.67432222222222E-08,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978265,46,13156,0.021739,9.70617283950645E-11,286,0,1,45,342,0,0.008021,8.48949420246914E-07,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964295,28,8008,0.035713,4.6085048010979E-11,286,0,1,27,342,0,0.008109,4.93496724554184E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950013,20,840,0.050002,8.8110803324093E-11,42,0,1,19,42,0,0.003974,5.35647745152355E-07,0
76.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973694,38,10868,0.026316,6.11862673484267E-11,286,0,1,37,342,0,0.008009,1.2943787596786E-06,0
98.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966668,30,1260,0.033334,1.01200951248496E-10,42,0,1,27,42,0,0.075867,0.010406603306851,1
98.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.844751,131,37466,0.0056875,4.34269943130177E-06,286,0,1,0,0,0,0,0,1
6.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.95239,21,6006,0.0476205,5.65500000000114E-11,286,0,1,20,342,0,0.0110255,2.49945151E-06,0
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.799997,5,210,0.1999985,1.27687499999943E-10,42,0,1,5,42,0,0.003986,4.02042E-07,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977272,44,1848,0.022727,5.22833964305029E-11,42,0,1,43,42,0,0.000878,1.22100741049216E-06,0
81.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950009,20,5720,0.050002,2.4551246537397E-10,286,0,1,19,342,0,0.011114,1.63025657617729E-06,0
3.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954544,22,6292,0.045455,1.79868480725601E-10,286,0,1,21,342,0,0.011031,2.14309640816327E-06,0
95.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.998586,390,16380,0.001758,5.12801765029308E-05,42,0,1,0,0,0,0,0,1
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666667,3,858,0.3333335,6.25000000008189E-12,286,0,1,2,342,0,0.127019,0.006513619849,1
46.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972223,36,1512,0.027778,2.15314285714293E-11,42,0,1,35,42,0,0.000898,1.4101010122449E-07,0
27.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.959996,25,1050,0.039999,7.32222222222337E-11,42,0,1,24,42,0,0.0028295,2.93620580555556E-06,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944426,18,5148,0.055552,3.19660899653974E-10,286,0,1,18,342,0,0.0111115,7.2591686728395E-07,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833337,6,1716,0.166661,2.98640000000151E-10,286,0,1,6,342,0,0.011164,1.65210888888889E-07,0
28.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967743,31,8866,0.032259,6.79566666666692E-11,286,0,1,30,342,0,0.008027,3.18836059555555E-06,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976172,42,12012,0.023809,1.33043426531822E-10,286,0,1,41,342,0,0.0080215,7.402819769375E-06,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928574,14,588,0.071432,7.77159763313512E-11,42,0,1,13,42,0,0.003978,7.17289633136095E-07,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833362,6,1716,0.166672,6.98399999999421E-11,286,0,1,6,342,0,0.011163,9.60894805555556E-07,0
60.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972974,37,10582,0.027026,1.27719135802468E-10,286,0,1,36,342,0,0.0080265,6.83804694444444E-07,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833321,6,1716,0.166663,1.06160000000015E-10,286,0,1,6,342,0,0.0111315,5.93951013333333E-05,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973008,37,10582,0.0270285,3.71111111111136E-11,286,0,1,36,342,0,0.008004,4.98017243055556E-07,0
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.83333,6,1716,0.166661,1.09599999999953E-10,286,0,1,6,342,0,0.011104,2.74791958333333E-06,0
99.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899994,10,420,0.100004,3.002222222222E-10,42,0,1,9,42,0,0.004041,6.80657743209876E-06,1
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964289,28,8008,0.035715,3.56488340192035E-11,286,0,1,27,342,0,0.00803,9.45560965706447E-07,0
79.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972224,36,10296,0.027777,7.448489795919E-11,286,0,1,35,342,0,0.008024,5.71445702857143E-07,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964292,28,8008,0.035715,1.18175582990387E-10,286,0,1,27,342,0,0.008021,7.77665814814815E-06,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.750028,7,294,0.1249975,2.76555555555541E-10,42,0,1,7,42,0,0.004094,1.67688412244898E-06,0
83.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.947378,19,798,0.0526335,1.39320987654309E-10,42,0,1,18,42,0,0.003976,2.25741694444445E-07,0
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.99998,16,4576,0.066667,2.07555555555578E-10,286,0,1,15,342,0,0.011079,6.09943182222223E-07,0
92.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.992569,157,44902,0.0056675,4.29789435055062E-06,286,0,1,0,0,0,0,0,1
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666669,3,858,0.3333345,2.25000000004613E-12,286,0,1,2,342,0,0.080089,7.2199009E-05,1
51.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.857142,13,3718,0.07143,1.41916666666648E-10,286,0,1,13,342,0,0.011105,6.74890224852071E-07,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977273,44,1848,0.022727,6.28988642509444E-11,42,0,1,43,42,0,0.000874,2.18706955110871E-08,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004381,0,0
79.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972202,36,10296,0.027776,8.27314285714354E-11,286,0,1,35,342,0,0.008047,9.43075164081632E-07,0
21.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833366,11,462,0.083342,6.62440000000018E-10,42,0,1,11,42,0,0.003951,1.08531578512397E-06,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972233,36,10296,0.027778,3.05355102040794E-11,286,0,1,35,342,0,0.00799,1.1577165355102E-06,0
16.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.959996,25,7150,0.0399995,4.21388888888959E-11,286,0,1,24,342,0,0.0102335,3.23279983333333E-06,0
99.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800014,9,378,0.0999975,2.94187500000061E-10,42,0,1,8,42,0,0.043234,0.002135248310484,1
99.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.800641,126,36036,0.005687,3.062712623616E-06,286,0,1,0,0,0,0,0,1
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979167,48,13728,0.020833,1.17501131733816E-10,286,0,1,47,342,0,0.008027,1.75563251969217E-06,0
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966671,30,1260,0.033334,1.41807372175984E-11,42,0,1,30,42,0,0.0008955,6.01000048888889E-07,1
66.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952377,21,6006,0.0476185,4.02227499999987E-10,286,0,1,20,342,0,0.0110855,0.000351206191988,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977278,44,1848,0.022727,4.15878853434292E-11,42,0,1,43,42,0,0.00088,2.59782690102758E-07,0
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.962957,27,7722,0.0370355,5.43860946745589E-11,286,0,1,26,342,0,0.008006,4.31309948224852E-07,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999982,9,378,0.124992,4.44187499999925E-10,42,0,1,8,42,0,0.0040165,1.078238609375E-06,0
87.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967739,31,1302,0.0322585,1.22432222222221E-10,42,0,1,30,42,0,0.0008945,1.28672616555556E-06,0
27.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.959996,25,1050,0.0400005,9.61388888888901E-11,42,0,1,24,42,0,0.002583,3.93679705555555E-06,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874995,8,336,0.125002,5.24897959183987E-11,42,0,1,8,42,0,0.004385,1.1996050234375E-05,0
55.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964286,28,1176,0.035714,7.76159122085149E-11,42,0,1,27,42,0,0.002389,3.44248677640604E-06,0
98.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966667,30,1260,0.033333,5.03638525564711E-11,42,0,1,30,42,0,0.0023165,8.90045152888889E-06,1
9.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.777792,8,336,0.111123,3.11551020408177E-10,42,0,1,8,42,0,0.0040125,5.20579225E-06,0
83.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.94737,19,798,0.052633,1.49888888888872E-10,42,0,1,18,42,0,0.003968,8.27646377777778E-06,0
72.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.971431,35,1470,0.028572,1.31911764705897E-11,42,0,1,34,42,0,0.0009015,2.10264650519031E-07,0
72.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97143,35,1470,0.028571,5.96020761245632E-11,42,0,1,34,42,0,0.0009275,2.38038716349481E-06,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97727,44,1848,0.022727,1.1435154137371E-10,42,0,1,43,42,0,0.000879,7.24107760735533E-06,0
53.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978711,47,1974,0.021276,8.48062381852443E-12,42,0,1,46,42,0,0.0008795,6.12162304347826E-07,0
43.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966683,30,1260,0.033333,3.43686087990529E-11,42,0,1,29,42,0,0.00094,1.8425705255648E-06,0
29.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.91667,12,3432,0.083331,7.25950413223253E-11,286,0,1,11,342,0,0.011087,4.26760512396694E-07,0
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958347,47,13442,0.020833,6.40155954631364E-11,286,0,1,47,342,0,0.008018,4.52759664825713E-06,0
87.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967743,31,1302,0.0322585,3.98233333333416E-11,42,0,1,30,42,0,0.0009125,3.84989191222222E-06,0
38.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954561,22,6292,0.045455,3.11564625850395E-11,286,0,1,21,342,0,0.011014,1.86253560997732E-06,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978265,46,13156,0.021739,5.53283950617266E-11,286,0,1,45,342,0,0.008039,1.01952402765432E-06,0
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833314,6,1716,0.16665,5.76559999999828E-10,286,0,1,6,342,0,0.0112395,3.83733583333333E-07,0
16.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.960008,25,7150,0.04,2.53888888888953E-11,286,0,1,24,342,0,0.010084,1.13635439565972E-05,0
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928534,14,588,0.071423,1.46674556212993E-10,42,0,1,14,42,0,0.003984,2.67356372448979E-07,1
8.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973686,38,10868,0.026317,1.61919649379109E-10,286,0,1,37,342,0,0.008006,3.02964402921841E-06,0
2.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.91666,12,504,0.083334,1.64198347107466E-10,42,0,1,11,42,0,0.003958,6.83965454545455E-08,0
94.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.995805,159,45474,0.005682,2.51249417004486E-06,286,0,1,0,0,0,0,0,1
94.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888884,9,2574,0.1111085,6.90000000000148E-11,286,0,1,4,342,0,0.051212,0.011123260843688,1
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666658,3,858,0.333329,4.000000000008E-12,286,0,1,3,342,0,0.011124,1.59553088888889E-06,1
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966685,30,1260,0.033334,1.19136741973842E-10,42,0,1,30,42,0,0.0008965,5.18873997888889E-06,1
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966665,30,1260,0.033334,5.44756242568361E-11,42,0,1,27,42,0,0.037037,0.001563143064765,1
96.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.946283,452,18984,0.001762,1.26066934141917E-06,42,0,1,0,0,0,0,0,1
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.933321,15,4290,0.066666,1.91596938775498E-10,286,0,1,14,342,0,0.011089,1.00778567857143E-06,0
72.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.971428,35,1470,0.028571,3.15889273356402E-10,42,0,1,34,42,0,0.000904,1.73008076989619E-07,0
19.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.961551,26,7436,0.038463,4.69183999999992E-11,286,0,1,25,342,0,0.008052,9.5779608E-07,0
9.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888891,9,378,0.111115,2.95234375000015E-10,42,0,1,8,42,0,0.0039985,3.8788675E-07,0
50.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975609,41,1722,0.02439,1.37243750000013E-11,42,0,1,40,42,0,0.000875,4.0917691E-07,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833328,6,1716,0.166664,7.543999999998E-11,286,0,1,6,342,0,0.011348,3.63992138888889E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899981,10,420,0.099998,2.58765432098832E-10,42,0,1,9,42,0,0.004,3.27915555555555E-08,0
46.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972224,36,1512,0.027778,1.25991836734685E-11,42,0,1,35,42,0,0.000888,5.00858040816326E-08,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.92857,14,588,0.071435,2.95940828402362E-10,42,0,1,13,42,0,0.003965,6.52983562130177E-07,0
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928521,14,588,0.071428,9.42130177514943E-11,42,0,1,14,42,0,0.0039465,4.22833112244898E-08,1
78.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977769,45,1890,0.022222,2.71885847107435E-10,42,0,1,44,42,0,0.000906,4.98545448347107E-07,0
71.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.970614,34,9724,0.029412,1.31157024793392E-10,286,0,1,31,342,0,0.010356,0.001003710896676,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964289,28,8008,0.035715,8.90562414266141E-11,286,0,1,27,342,0,0.008027,1.22083064471879E-06,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004307,0,0
94.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.819507,127,36322,0.0056745,5.7050062930839E-06,286,0,1,0,0,0,0,0,1
94.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888883,9,2574,0.1111105,8.97343749999839E-11,286,0,1,8,342,0,0.0588855,0.0022830904295,1
3.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954542,22,6292,0.045455,5.09977324263034E-11,286,0,1,21,342,0,0.011042,4.94179050340136E-06,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004501,0,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900019,10,420,0.100009,2.45654320987657E-10,42,0,1,9,42,0,0.003999,5.68453777777778E-07,0
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928582,14,588,0.071432,1.93313609467462E-10,42,0,1,14,42,0,0.003974,4.54810775510204E-07,1
30.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979595,49,2058,0.020408,7.40516493055548E-11,42,0,1,48,42,0,0.0008985,5.03578260373264E-06,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.87499,8,2288,0.124999,8.05306122449673E-11,286,0,1,8,342,0,0.0111495,7.637889375E-07,0
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.866688,14,4004,0.06667,6.14437869822253E-11,286,0,1,14,342,0,0.0110815,3.76044107142857E-07,0
2.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.916678,12,504,0.083336,2.96859504132123E-11,42,0,1,11,42,0,0.003979,4.41641818181818E-08,0
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666665,3,858,0.3333325,2.02499999999156E-11,286,0,1,3,342,0,0.011123,1.61155555555555E-09,1
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958351,47,13442,0.020834,1.64985349716451E-10,286,0,1,47,342,0,0.008017,5.27484874422816E-06,0
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.962961,27,7722,0.037037,4.43446745562184E-11,286,0,1,26,342,0,0.0080025,2.05165076923077E-06,0
78.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977777,45,1890,0.022222,6.71172520661121E-11,42,0,1,44,42,0,0.000867,4.15873134297521E-07,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979578,49,14014,0.020408,7.53177083333336E-11,286,0,1,48,342,0,0.0080305,7.6066925E-07,0
83.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.947365,19,798,0.052632,3.57126543209895E-10,42,0,1,18,42,0,0.0039685,2.29377438672839E-05,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011316,0,1
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964283,28,8008,0.035714,4.53360768175495E-11,286,0,1,27,342,0,0.00802,9.02769283950618E-07,0
2.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.91665,12,504,0.083333,8.01487603305411E-11,42,0,1,11,42,0,0.003988,2.92294066115703E-07,0
